"time","GEO_ID","NAME","SVY_COMP","SVY_COMP_LABEL","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT",
"Year","Geographic identifier code","Geographic Area Name","Survey Component","Meaning of Survey Component","Aggregate Description","Meaning of Aggregate Description","Type of Government","Meaning of Type of Government","Amount",
"2018","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","323391",
"2019","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","325984",
"2020","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","329290",
"2021","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","324176",
"2022","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","327055",
"2012","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","80420",
"2013","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","88114",
"2014","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","86447",
"2015","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","90988",
"2016","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","93868",
"2017","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","94731",
"2018","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","97032",
"2019","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","101846",
"2020","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","104430",
"2021","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","112630",
"2022","0400000US31","Nebraska","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","123081",
"2012","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2759",
"2013","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2791",
"2014","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2839",
"2015","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2884",
"2016","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2939",
"2017","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2970",
"2018","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3027",
"2019","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3080",
"2020","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3114",
"2021","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3146",
"2022","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3177",
"2012","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","428526",
"2013","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","431776",
"2014","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","435765",
"2015","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","438948",
"2016","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","441623",
"2017","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","442931",
"2018","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","447389",
"2019","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","448546",
"2020","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","447293",
"2021","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","428853",
"2022","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","430975",
"2012","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","101717",
"2013","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","109471",
"2014","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","109490",
"2015","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","114923",
"2016","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","124341",
"2017","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","131294",
"2018","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","141516",
"2019","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","151368",
"2020","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","158924",
"2021","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","172539",
"2022","0400000US32","Nevada","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","192006",
"2012","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1321",
"2013","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1323",
"2014","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1327",
"2015","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1330",
"2016","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1335",
"2017","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1349",
"2018","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1353",
"2019","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1360",
"2020","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1378",
"2021","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1388",
"2022","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1399",
"2012","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","190778",
"2013","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","187703",
"2014","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","184846",
"2015","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","183039",
"2016","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","179682",
"2017","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","178801",
"2018","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","171148",
"2019","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","169795",
"2020","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","168325",
"2021","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","159716",
"2022","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","160371",
"2012","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","62651",
"2013","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","67513",
"2014","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","66839",
"2015","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","71219",
"2016","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","72549",
"2017","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","75817",
"2018","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","79253",
"2019","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","83199",
"2020","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","86798",
"2021","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","94441",
"2022","0400000US33","New Hampshire","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","100197",
"2012","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8865",
"2013","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8912",
"2014","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8938",
"2015","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8935",
"2016","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8978",
"2017","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8886",
"2018","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8886",
"2019","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","8880",
"2020","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9280",
"2021","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9268",
"2022","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9261",
"2012","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1330300",
"2013","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1338657",
"2014","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1335350",
"2015","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1339230",
"2016","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1364473",
"2017","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1360686",
"2018","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1354071",
"2019","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1345089",
"2020","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1350553",
"2021","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1310410",
"2022","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1307453",
"2012","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","471188",
"2013","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","492897",
"2014","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","491865",
"2015","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","516020",
"2016","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","538220",
"2017","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","556440",
"2018","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","577408",
"2019","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","602870",
"2020","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","619066",
"2021","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","663544",
"2022","0400000US34","New Jersey","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","705095",
"2012","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2086",
"2013","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2087",
"2014","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2086",
"2015","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2080",
"2016","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2085",
"2017","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2092",
"2018","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2093",
"2019","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2100",
"2020","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2118",
"2021","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2117",
"2022","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2113",
"2012","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","328690",
"2013","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","327209",
"2014","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","326637",
"2015","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","326297",
"2016","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","319861",
"2017","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","319526",
"2018","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","318092",
"2019","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","318845",
"2020","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","315372",
"2021","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","300175",
"2022","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","299234",
"2012","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","72300",
"2013","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","74996",
"2014","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","73571",
"2015","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","76449",
"2016","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","78997",
"2017","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","81252",
"2018","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","83142",
"2019","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","87205",
"2020","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","90539",
"2021","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","99018",
"2022","0400000US35","New Mexico","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","108248",
"2012","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19570",
"2013","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19696",
"2014","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19746",
"2015","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19747",
"2016","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19836",
"2017","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19590",
"2018","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19530",
"2019","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19450",
"2020","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","20155",
"2021","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19857",
"2022","0400000US36","New York","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","19673",
"2012","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2642163",
"2013","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2629805",
"2014","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2619312",
"2015","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2631532",
"2016","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2590945",
"2017","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2598181",
"2018","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2582669",
"2019","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2551010",
"2020","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2531420",
"2021","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2434625",
"2022","0400000US36","New York","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2372983",
"2012","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1012406",
"2013","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1070236",
"2014","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1055803",
"2015","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1119434",
"2016","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1155938",
"2017","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1202569",
"2018","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1289263",
"2019","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1340903",
"2020","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1361473",
"2021","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1442625",
"2022","0400000US36","New York","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1508135",
"2012","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9752",
"2013","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9849",
"2014","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9944",
"2015","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10035",
"2016","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10157",
"2017","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10268",
"2018","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10382",
"2019","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10490",
"2020","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10457",
"2021","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10566",
"2022","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10696",
"2012","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1462172",
"2013","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1468228",
"2014","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1441391",
"2015","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1465031",
"2016","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1462036",
"2017","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1457600",
"2018","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1452212",
"2019","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1440547",
"2020","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1441549",
"2021","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1386367",
"2022","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1392119",
"2012","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","352455",
"2013","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","380954",
"2014","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","372031",
"2015","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","391300",
"2016","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","415235",
"2017","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","433196",
"2018","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","455997",
"2019","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","479792",
"2020","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","500497",
"2021","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","542727",
"2022","0400000US37","North Carolina","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","599134",
"2012","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","700",
"2013","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","724",
"2014","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","739",
"2015","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","757",
"2016","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","756",
"2017","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","755",
"2018","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","758",
"2019","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","760",
"2020","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","779",
"2021","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","778",
"2022","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","779",
"2012","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","97555",
"2013","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","101025",
"2014","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","103272",
"2015","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","106061",
"2016","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","108384",
"2017","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","109667",
"2018","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","111882",
"2019","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","113802",
"2020","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","116129",
"2021","0400000US38","North Dakota","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","114942",
